q1v2_mongo_s1 158037
q1_mongo_s1 265148
q1v2_mongo_s1 154191
q3v1_mongo_s1 60729.3
q3v2_mongo_s1 64131
q3v3_mongo_s1 59411
q4v1_mongo_s1 66613
q4v2_mongo_s1 71711
q4v3_mongo_s1 98928.7
q6_mongo_s1 136803
q12v1_mongo_s1 122115
q12v2_mongo_s1 182586
q13_mongo_s1 94849.7
q22_mongo_s1 133807
q10_mongo_s1 71911.3
q1v2_mongo_s1 177874
q1v2_mongo_s1 473261
